2.457232060601872645e-02,9.944373928463193790e-01,3.753130467597515230e-02,8.545151373948576268e-01,8.694854776391103268e-01,8.694854776391103268e-01,8.362406150292647222e-01
6.203320985032445382e-03,9.804682663589969760e-01,6.468845206794360259e-03,6.669621775323563151e-01,7.687228448096146138e-01,7.687228448096146138e-01,9.405300919406931470e-01
6.925126214662119008e-03,7.552409789041840682e-01,2.628205128205163277e-03,9.558420600527827160e-01,8.618977325670877931e-01,8.618977325670877931e-01,7.460273711126579332e-01
3.930933316935223895e-03,9.521533716585535156e-01,4.248011007997354316e-02,8.957866780747791857e-01,7.553462419351004709e-01,7.553462419351004709e-01,8.021602254889350636e-01
3.967504025102458476e-03,9.785497849867489384e-01,1.349509550851832329e-01,7.863216547608333773e-01,7.474249305645455088e-01,7.474249305645455088e-01,9.621101944680807705e-01
4.984327238552211390e-04,9.738855000309279975e-01,2.455314923397011739e-02,9.428286850291187626e-01,5.628406171768648436e-01,5.628406171768648436e-01,6.605937462976338992e-01
4.115773249237549697e-02,9.880120337511014705e-01,8.517737969792760211e-02,9.213898004882132842e-01,7.565448055399399685e-01,7.565448055399399685e-01,6.632777556223039550e-01
3.747079519614730098e-03,4.228958995843199453e-01,8.881578947368423682e-02,8.670162284688679444e-01,6.552779283129545052e-01,6.552779283129545052e-01,5.132743441330411827e-01
1.191183755979142956e-03,9.999144495274412403e-01,1.764467923091572743e-02,9.783429669831533726e-01,2.960868521738369008e-01,2.960868521738369008e-01,9.227996811655558851e-01
5.713693582435087730e-03,9.983488665234395709e-01,1.985082744153521261e-02,6.376950057537723593e-01,8.948143051452859265e-01,8.948143051452859265e-01,9.217524078895135142e-01
2.601383619782088579e-03,9.970824818731540695e-01,9.103825136612020419e-02,5.914197293744106743e-01,7.340132902094361755e-01,7.340132902094361755e-01,8.883180689389860163e-01
8.714925751854476349e-03,9.856694305119891863e-01,4.705882352941226365e-03,9.529766127917885798e-01,8.781310186831596809e-01,8.781310186831596809e-01,8.325453224690215759e-01
4.143020879441224567e-03,8.435189039170898351e-01,3.832557207951525768e-02,9.943413662555132815e-01,7.020014213376500889e-01,7.020014213376500889e-01,5.480553317321542606e-01
1.132548110598458058e-02,9.754625728611361346e-01,1.364307725971444785e-01,9.690629695058045057e-01,6.951620971224992118e-01,6.951620971224992118e-01,8.561787919575643002e-01
5.165097204859123159e-03,9.377859192822906031e-01,6.665246193778329165e-02,9.494281739277706800e-01,8.099727777037437626e-01,8.099727777037437626e-01,6.304883249912806020e-01
2.002709358498826198e-02,9.999142003230209186e-01,6.759192501802457897e-03,6.373791845868479466e-01,8.767085141831940653e-01,8.767085141831940653e-01,8.430063302435668593e-01
2.195700411241351124e-02,9.578969419311803568e-01,2.425161903899275551e-02,9.459033939903742638e-01,9.078240275466289422e-01,9.078240275466289422e-01,7.821328810217731409e-01
5.482929106398230605e-03,9.587899940088996376e-01,1.780547307903246335e-02,9.463322058489469502e-01,8.268683813518289405e-01,8.268683813518289405e-01,7.985424545595862789e-01
5.425265164272284439e-03,9.587899940088996376e-01,1.903736322904447942e-02,9.955163231185110151e-01,9.313569832183351549e-01,9.313569832183351549e-01,8.772609837062999016e-01
7.830340460314761872e-03,9.734171683335761660e-01,5.795631297761549838e-02,9.713170971245170815e-01,5.905910478920242124e-01,5.905910478920242124e-01,8.522754077041535536e-01
2.577508582339072679e-02,9.822197070782257011e-01,5.127319213626779781e-02,9.945121346161384102e-01,7.328246039392346534e-01,7.328246039392346534e-01,8.698816053174608376e-01
9.051523464948113551e-03,9.907473954279396589e-01,1.211625325371306072e-01,8.517515021856241209e-01,7.645683469603609117e-01,7.645683469603609117e-01,6.371754740756540025e-01
9.630012590568014924e-03,9.793974738242444689e-01,5.420610640001655156e-03,9.302947624665290904e-01,8.630789977885460207e-01,8.630789977885460207e-01,7.087410427088709497e-01
5.924131262112284149e-03,9.555591637389077020e-01,2.398636881395499465e-02,9.554184200201016886e-01,8.313243318007245142e-01,8.313243318007245142e-01,9.128061168407096693e-01
9.790366554787946485e-03,9.608182944022668481e-01,1.480092555653078623e-02,9.949886684847817353e-01,8.337213277588471083e-01,8.337213277588471083e-01,8.155061540885646387e-01
7.438857947707898377e-03,5.126519045029965804e-01,7.142857142857139685e-02,6.333722772981545956e-01,8.865225189054227739e-01,8.865225189054227739e-01,8.692530653434891175e-01
2.067135723280431100e-03,9.574825920143316127e-01,6.748181396068719806e-02,2.998476742665699968e-01,4.965836593559030954e-01,4.965836593559030954e-01,9.290247479834764510e-01
1.239644140927490673e-02,8.560292160441160814e-01,9.248554913294793067e-02,7.049108083343116338e-01,9.103422808328628379e-01,9.103422808328628379e-01,7.941781627873976124e-01
4.475605353558978657e-03,8.888888888888888395e-01,4.645602300064544110e-02,8.895587147157130170e-01,5.626694802643802396e-01,5.626694802643802396e-01,7.707721543390614327e-01
1.083876520027100485e-02,9.990075243395005744e-01,3.927693488029815327e-02,7.673852749271947715e-01,9.172255473201461617e-01,9.172255473201461617e-01,8.792891077048359261e-01
